objectid,uuid,iiifthumburl,iiifurl,title,attribution,attributioninverted,displaydate,beginyear,endyear,visualbrowsertimespan,medium,classification,subclassification,visualbrowserclassification,accessionnum,width,height,maxpixels,artist_name,nationality,vis_nationality,artist_born,artist_died,art_style,art_theme,local_path
0,7b170a4c-9d44-475c-b294-cee6f43d88af,"https://api.nga.gov/iiif/7b170a4c-9d44-475c-b294-cee6f43d88af/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/7b170a4c-9d44-475c-b294-cee6f43d88af,Saint James Major,Grifo di Tancredi,Grifo di Tancredi,c. 1310,1310.0,1310.0,1300 to 1400,tempera on panel,Painting,,painting,1937.1.2.c,2846,5153,,Grifo di Tancredi,Italian,Italian,1271.0,1328.0,Gothic,religious,/kaggle/working/nga_images/0.jpg
1,7bbcfd01-e774-46e7-96d1-a3b03598cd8a,"https://api.nga.gov/iiif/7bbcfd01-e774-46e7-96d1-a3b03598cd8a/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/7bbcfd01-e774-46e7-96d1-a3b03598cd8a,Saint Paul and a Group of Worshippers,Bernardo Daddi,"Daddi, Bernardo",1333,1333.0,1333.0,1300 to 1400,tempera on panel,Painting,,painting,1937.1.3,6004,15544,,"Daddi, Bernardo",Italian,Italian,1320.0,1348.0,Gothic,religious,/kaggle/working/nga_images/1.jpg
17,08ab1072-423c-43f5-9e38-d4ed482a760c,"https://api.nga.gov/iiif/08ab1072-423c-43f5-9e38-d4ed482a760c/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/08ab1072-423c-43f5-9e38-d4ed482a760c,Matteo Olivieri (?),Florentine 15th Century,Florentine 15th Century,1430s,1430.0,1440.0,1401 to 1500,tempera (and oil?) on panel transferred to canvas,Painting,,painting,1937.1.15,4121,5785,,Florentine 15th Century,Italian,Italian,1400.0,1499.0,Renaissance,portrait,
18,e6497b39-66a9-4b6b-bf2b-c1633d20c0b6,"https://api.nga.gov/iiif/e6497b39-66a9-4b6b-bf2b-c1633d20c0b6/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/e6497b39-66a9-4b6b-bf2b-c1633d20c0b6,The Annunciation,Masolino da Panicale,Masolino da Panicale,c. 1423/1424,1383.0,1435.0,1300 to 1400,tempera (and possibly oil glazes) on panel,Painting,,painting,1937.1.16,5015,6482,,Masolino da Panicale,Italian,Italian,1383.0,1435.0,Renaissance,religious,/kaggle/working/nga_images/18.jpg
29,b43e331e-ede9-44ca-a276-0b8806630fbd,"https://api.nga.gov/iiif/b43e331e-ede9-44ca-a276-0b8806630fbd/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/b43e331e-ede9-44ca-a276-0b8806630fbd,"The Crucifixion with the Virgin, Saint John, Saint Jerome, and Saint Mary Magdalene [left panel]",Pietro Perugino,"Perugino, Pietro",c. 1482/1485,1482.0,1485.0,1401 to 1500,oil on panel transferred to canvas,Painting,,painting,1937.1.27.a,5088,16616,,"Perugino, Pietro",Italian,Italian,1450.0,1523.0,Renaissance,religious,/kaggle/working/nga_images/29.jpg
43,9bc6943e-0f09-4861-b665-fc4b0a7c29d1,"https://api.nga.gov/iiif/9bc6943e-0f09-4861-b665-fc4b0a7c29d1/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/9bc6943e-0f09-4861-b665-fc4b0a7c29d1,Madonna and Child and the Infant Saint John in a Landscape,Polidoro Lanzani,Polidoro Lanzani,1540/1550,1540.0,1550.0,1501 to 1550,oil on canvas,Painting,,painting,1937.1.36,15605,7263,,Polidoro Lanzani,Italian,Italian,1515.0,1565.0,Renaissance,religious,/kaggle/working/nga_images/43.jpg
58,51c903d0-02a1-404b-bf92-1e3942c02fef,"https://api.nga.gov/iiif/51c903d0-02a1-404b-bf92-1e3942c02fef/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/51c903d0-02a1-404b-bf92-1e3942c02fef,"Henry, Duke of Gloucester",Adriaen Hanneman,"Hanneman, Adriaen",c. 1653,1653.0,1653.0,1651 to 1700,oil on canvas,Painting,,painting,1937.1.51,3793,4591,,"Hanneman, Adriaen",Dutch,Dutch,1603.0,1671.0,Baroque,portrait,/kaggle/working/nga_images/58.jpg
59,2b2c95ba-68bc-4a33-a23e-878bc480e874,"https://api.nga.gov/iiif/2b2c95ba-68bc-4a33-a23e-878bc480e874/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/2b2c95ba-68bc-4a33-a23e-878bc480e874,Portrait of a Gentleman,Antonis Mor,"Mor, Antonis",1569,1569.0,1569.0,1551 to 1600,oil on canvas,Painting,,painting,1937.1.52,12019,16405,,"Mor, Antonis",Netherlandish,Netherlandish,1519.0,1576.0,Renaissance,portrait,/kaggle/working/nga_images/59.jpg
53,ed2ea547-9cc6-437f-9068-af7f4a916c9d,"https://api.nga.gov/iiif/ed2ea547-9cc6-437f-9068-af7f4a916c9d/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/ed2ea547-9cc6-437f-9068-af7f4a916c9d,Portrait of Diego de Guevara (?),Michel Sittow,"Sittow, Michel",c. 1515/1518,1515.0,1518.0,1501 to 1550,oil on panel,Painting,,painting,1937.1.46,3444,4854,,"Sittow, Michel",Netherlandish,Netherlandish,1469.0,1525.0,Renaissance,portrait,/kaggle/working/nga_images/53.jpg
54,d76578e1-a53e-4785-9e16-0425760984ba,"https://api.nga.gov/iiif/d76578e1-a53e-4785-9e16-0425760984ba/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/d76578e1-a53e-4785-9e16-0425760984ba,Isabella Brant,Sir Anthony van Dyck,"Dyck, Anthony van, Sir",1621,1621.0,1621.0,1601 to 1650,oil on canvas,Painting,,painting,1937.1.47,9321,11855,,"Dyck, Anthony van, Sir",Flemish,Flemish,1599.0,1641.0,Baroque,portrait,/kaggle/working/nga_images/54.jpg
61,b386f7e0-cacb-495a-9eef-3c96f5a6ce14,"https://api.nga.gov/iiif/b386f7e0-cacb-495a-9eef-3c96f5a6ce14/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/b386f7e0-cacb-495a-9eef-3c96f5a6ce14,The Lacemaker,Imitator of Johannes Vermeer,"Vermeer, Johannes, Imitator of",c. 1925,1925.0,1925.0,1901 to 1925,oil on canvas,Painting,,painting,1937.1.54,10321,11771,,Anonymous Artist,Unknown,Other,,,Baroque,genre,/kaggle/working/nga_images/61.jpg
62,53b11b32-8e95-41d4-bb53-a55931823419,"https://api.nga.gov/iiif/53b11b32-8e95-41d4-bb53-a55931823419/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/53b11b32-8e95-41d4-bb53-a55931823419,The Smiling Girl,Imitator of Johannes Vermeer,"Vermeer, Imitator of Johannes",c. 1925,1925.0,1925.0,1901 to 1925,oil on canvas,Painting,,painting,1937.1.55,8339,10877,,Anonymous Artist,Unknown,Other,,,Baroque,portrait,/kaggle/working/nga_images/62.jpg
72,7c06df7a-06da-47fc-93e4-fc35ff83fc50,"https://api.nga.gov/iiif/7c06df7a-06da-47fc-93e4-fc35ff83fc50/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/7c06df7a-06da-47fc-93e4-fc35ff83fc50,Sir Brian Tuke,Hans Holbein the Younger,"Holbein the Younger, Hans",c. 1527/1528 or c. 1532/1534,1527.0,1534.0,1501 to 1550,oil on panel,Painting,,painting,1937.1.65,3632,4627,,"Holbein the Younger, Hans",German,German,1497.0,1543.0,Renaissance,portrait,/kaggle/working/nga_images/72.jpg
75,b808602f-f402-444c-93ec-90d1f414abd9,"https://api.nga.gov/iiif/b808602f-f402-444c-93ec-90d1f414abd9/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/b808602f-f402-444c-93ec-90d1f414abd9,Portrait of a Member of the Haarlem Civic Guard,Frans Hals,"Hals, Frans",c. 1636/1638,1636.0,1638.0,1601 to 1650,oil on canvas,Painting,,painting,1937.1.68,14415,18015,,"Hals, Frans",Dutch,Dutch,1582.0,1666.0,Baroque,portrait,/kaggle/working/nga_images/75.jpg
77,2a84e43d-2935-48b3-a4e2-7a3e4fc53580,"https://api.nga.gov/iiif/2a84e43d-2935-48b3-a4e2-7a3e4fc53580/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/2a84e43d-2935-48b3-a4e2-7a3e4fc53580,Adriaen van Ostade,Frans Hals,"Hals, Frans",1646/1648,1646.0,1648.0,1601 to 1650,oil on canvas,Painting,,painting,1937.1.70,6040,7594,,"Hals, Frans",Dutch,Dutch,1582.0,1666.0,Baroque,portrait,/kaggle/working/nga_images/77.jpg
80,d11ecc48-9cf8-482f-bf63-8ec3238816ef,"https://api.nga.gov/iiif/d11ecc48-9cf8-482f-bf63-8ec3238816ef/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/d11ecc48-9cf8-482f-bf63-8ec3238816ef,An Old Lady with a Book,Rembrandt van Rijn and Workshop,Rembrandt van Rijn and Workshop,1637,1637.0,1637.0,1601 to 1650,oil on canvas,Painting,,painting,1937.1.73,15794,19007,,Rembrandt van Rijn,Dutch,Dutch,1606.0,1669.0,Baroque,portrait,/kaggle/working/nga_images/80.jpg
87,da9c1054-627f-4caf-bbdc-4faf97a779a8,"https://api.nga.gov/iiif/da9c1054-627f-4caf-bbdc-4faf97a779a8/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/da9c1054-627f-4caf-bbdc-4faf97a779a8,Pope Innocent X,Circle of Diego Velázquez,"Velázquez, Diego, Circle of",c. 1650,1650.0,1650.0,1601 to 1650,oil on canvas,Painting,,painting,1937.1.80,9555,11565,,Anonymous Artist,Unknown,Other,,,Baroque,portrait,/kaggle/working/nga_images/87.jpg
88,9150722c-f34d-484b-aa58-4079c7e85850,"https://api.nga.gov/iiif/9150722c-f34d-484b-aa58-4079c7e85850/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/9150722c-f34d-484b-aa58-4079c7e85850,The Needlewoman,Diego Velázquez,"Velázquez, Diego",c. 1640/1650,1640.0,1650.0,1601 to 1650,oil on canvas,Painting,,painting,1937.1.81,20911,25426,,"Velázquez, Diego",Spanish,Spanish,1599.0,1660.0,Baroque,genre,/kaggle/working/nga_images/88.jpg
89,1bd606b9-f58c-4d40-8514-f53c63e37dbd,"https://api.nga.gov/iiif/1bd606b9-f58c-4d40-8514-f53c63e37dbd/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/1bd606b9-f58c-4d40-8514-f53c63e37dbd,Portrait of a Young Man,Follower of Diego Velázquez,"Velázquez, Diego, Follower of",c. 1650,1650.0,1650.0,1601 to 1650,oil on canvas,Painting,,painting,1937.1.82,15243,18957,,Anonymous Artist,Unknown,Other,,,Baroque,portrait,/kaggle/working/nga_images/89.jpg
90,a600b632-2bb6-4979-a750-85cee48c24b6,"https://api.nga.gov/iiif/a600b632-2bb6-4979-a750-85cee48c24b6/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/a600b632-2bb6-4979-a750-85cee48c24b6,Saint Ildefonso,El Greco (Domenikos Theotokopoulos),"Greco, El (Domenikos Theotokopoulos)",c. 1603/1614,1603.0,1614.0,1601 to 1650,oil on canvas,Painting,,painting,1937.1.83,3007,5178,,El Greco,Greek,Other,1541.0,1614.0,Baroque,religious,/kaggle/working/nga_images/90.jpg
93,d1db37fa-194e-4347-a72a-8d325ce18362,"https://api.nga.gov/iiif/d1db37fa-194e-4347-a72a-8d325ce18362/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/d1db37fa-194e-4347-a72a-8d325ce18362,Charles IV of Spain as Huntsman,Workshop of Francisco Goya,"Goya, Francisco, Workshop of",c. 1799/1800,1799.0,1800.0,1776 to 1800,oil on canvas,Painting,,painting,1937.1.86,3789,5994,,Spanish 18th Century,,Other,,,Baroque,portrait,/kaggle/working/nga_images/93.jpg
112,e7aa77ac-3add-4abc-a978-691d1b2fa3b3,"https://api.nga.gov/iiif/e7aa77ac-3add-4abc-a978-691d1b2fa3b3/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/e7aa77ac-3add-4abc-a978-691d1b2fa3b3,Mrs. Davies Davenport,George Romney,"Romney, George",1782-1784,1782.0,1784.0,1776 to 1800,oil on canvas,Painting,,painting,1937.1.105,12843,15363,,"Romney, George",British,British,1734.0,1802.0,,portrait,/kaggle/working/nga_images/112.jpg
272,8c978c3f-88f0-447a-a36c-6848baf9514a,"https://api.nga.gov/iiif/8c978c3f-88f0-447a-a36c-6848baf9514a/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/8c978c3f-88f0-447a-a36c-6848baf9514a,The Baptism of Christ,Giovanni Baronzio,"Baronzio, Giovanni",c. 1335,1335.0,1335.0,1300 to 1400,tempera on panel,Painting,,painting,1939.1.131,4465,5279,,"Baronzio, Giovanni",Italian,Italian,1320.0,1350.0,Gothic,religious,/kaggle/working/nga_images/272.jpg
294,0fc0bb7e-42d2-4813-baf0-311b0bab96e2,"https://api.nga.gov/iiif/0fc0bb7e-42d2-4813-baf0-311b0bab96e2/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/0fc0bb7e-42d2-4813-baf0-311b0bab96e2,The Triumph of Camillus,Biagio d'Antonio and Workshop,Biagio d'Antonio and Workshop,c. 1470/1475,1470.0,1475.0,1401 to 1500,tempera on panel,Painting,,painting,1939.1.153,26086,9968,,Biagio d'Antonio,Italian,Italian,1446.0,1516.0,Renaissance,secular,/kaggle/working/nga_images/294.jpg
365,7961759b-b387-4fa5-a005-1bb77e6305bc,"https://api.nga.gov/iiif/7961759b-b387-4fa5-a005-1bb77e6305bc/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/7961759b-b387-4fa5-a005-1bb77e6305bc,Giovanni Emo,Attributed to Giovanni Bellini,"Bellini, Giovanni, Attributed to",c. 1475/1480,1475.0,1480.0,1401 to 1500,oil on panel transferred to canvas mounted on panel,Painting,,painting,1939.1.224,8371,11736,,"Bellini, Giovanni",Italian,Italian,1430.0,1516.0,Renaissance,portrait,/kaggle/working/nga_images/365.jpg
368,a34b93be-3903-47a5-a8ea-4915003a7ac4,"https://api.nga.gov/iiif/a34b93be-3903-47a5-a8ea-4915003a7ac4/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/a34b93be-3903-47a5-a8ea-4915003a7ac4,Saint Florian,Francesco del Cossa,"Cossa, Francesco del",c. 1473/1474,1473.0,1474.0,1401 to 1500,tempera on poplar panel,Painting,,painting,1939.1.227,11597,16731,,"Cossa, Francesco del",Italian,Italian,1436.0,1477.0,Renaissance,religious,/kaggle/working/nga_images/368.jpg
426,94cdc5c9-d11f-4326-b12d-db13643e4865,"https://api.nga.gov/iiif/94cdc5c9-d11f-4326-b12d-db13643e4865/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/94cdc5c9-d11f-4326-b12d-db13643e4865,Saint John the Baptist,Jacopo del Sellaio,"Sellaio, Jacopo del",c. 1480,1480.0,1480.0,1401 to 1500,oil on poplar panel,Painting,,painting,1939.1.283,4039,6536,,"Sellaio, Jacopo del",Italian,Italian,1441.0,1493.0,Renaissance,religious,
497,feff03ae-7c14-404d-80d6-37d9617909d0,"https://api.nga.gov/iiif/feff03ae-7c14-404d-80d6-37d9617909d0/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/feff03ae-7c14-404d-80d6-37d9617909d0,Portrait of a Young Woman,Girolamo di Benvenuto,Girolamo di Benvenuto,c. 1508,1508.0,1508.0,1501 to 1550,oil on poplar panel,Painting,,painting,1939.1.353,8481,11422,,Girolamo di Benvenuto,Italian,Italian,1470.0,1524.0,Renaissance,portrait,
498,49a3ba61-e989-48cd-acb6-b9319de27557,"https://api.nga.gov/iiif/49a3ba61-e989-48cd-acb6-b9319de27557/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/49a3ba61-e989-48cd-acb6-b9319de27557,The Virgin Reading,Vittore Carpaccio,"Carpaccio, Vittore",c. 1505,1505.0,1505.0,1501 to 1550,oil on panel transferred to canvas,Painting,,painting,1939.1.354,20515,31608,,"Carpaccio, Vittore",Italian,Italian,1465.0,1526.0,Renaissance,religious,/kaggle/working/nga_images/498.jpg
531,cb2fb43d-7057-4c8b-bcb7-66904ec64319,"https://api.nga.gov/iiif/cb2fb43d-7057-4c8b-bcb7-66904ec64319/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/cb2fb43d-7057-4c8b-bcb7-66904ec64319,The Holy Family,Agnolo Bronzino,"Bronzino, Agnolo",c. 1527/1528,1527.0,1528.0,1501 to 1550,oil on panel,Painting,,painting,1939.1.387,12727,16757,,"Bronzino, Agnolo",Italian,Italian,1503.0,1572.0,Renaissance,religious,/kaggle/working/nga_images/531.jpg
567,71ca4cb0-3149-4152-abca-6485ee178cb2,"https://api.nga.gov/iiif/71ca4cb0-3149-4152-abca-6485ee178cb2/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/71ca4cb0-3149-4152-abca-6485ee178cb2,Alexander Hamilton,John Trumbull,"Trumbull, John",c. 1806,1806.0,1806.0,1801 to 1825,oil on canvas,Painting,,painting,1940.1.8,7577,9474,,"Trumbull, John",American,American,1756.0,1843.0,,portrait,/kaggle/working/nga_images/567.jpg
992,d3f3009b-a261-47c7-97ab-96e744f9a2d2,"https://api.nga.gov/iiif/d3f3009b-a261-47c7-97ab-96e744f9a2d2/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/d3f3009b-a261-47c7-97ab-96e744f9a2d2,Baron Graham,John Singleton Copley,"Copley, John Singleton",1804,1804.0,1804.0,1801 to 1825,oil on canvas,Painting,,painting,1942.4.1,5153,6309,,"Copley, John Singleton",American,American,1738.0,1815.0,,portrait,/kaggle/working/nga_images/992.jpg
1103,e65af52e-e493-49b8-802e-8a061c959437,"https://api.nga.gov/iiif/e65af52e-e493-49b8-802e-8a061c959437/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/e65af52e-e493-49b8-802e-8a061c959437,John Philip de Haas,Charles Willson Peale,"Peale, Charles Willson",1772,1772.0,1772.0,1751 to 1775,oil on canvas,Painting,,painting,1942.8.9,4870,6113,,"Peale, Charles Willson",American,American,1741.0,1827.0,,portrait,/kaggle/working/nga_images/1103.jpg
1139,ce416206-8ba6-4eb3-b05c-8172fafab670,"https://api.nga.gov/iiif/ce416206-8ba6-4eb3-b05c-8172fafab670/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/ce416206-8ba6-4eb3-b05c-8172fafab670,Orpheus,Venetian 16th Century,Venetian 16th Century,c. 1515,1515.0,1515.0,1501 to 1550,oil on panel transferred to canvas,Painting,,painting,1942.9.2,9778,5617,,Venetian 16th Century,Italian,Italian,1500.0,1599.0,Renaissance,mythology,/kaggle/working/nga_images/1139.jpg
1144,d37bc3dc-c3e0-4019-9725-f33404d7d5bc,"https://api.nga.gov/iiif/d37bc3dc-c3e0-4019-9725-f33404d7d5bc/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/d37bc3dc-c3e0-4019-9725-f33404d7d5bc,"The Campo di SS. Giovanni e Paolo, Venice",Bernardo Bellotto,"Bellotto, Bernardo",1743/1747,1743.0,1747.0,1726 to 1750,oil on canvas,Painting,,painting,1942.9.7,7516,4668,,"Bellotto, Bernardo",Italian,Italian,1722.0,1780.0,Baroque,architecture,/kaggle/working/nga_images/1144.jpg
1151,bcea6136-23e6-4474-8d55-2f36301d9ac9,"https://api.nga.gov/iiif/bcea6136-23e6-4474-8d55-2f36301d9ac9/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/bcea6136-23e6-4474-8d55-2f36301d9ac9,Landscape with Picnickers and Donkeys by a Gate,Attributed to Joseph Paul,"Paul, Joseph, Attributed to",c. 1830-1880,1830.0,1880.0,1826 to 1850,oil on canvas,Painting,,painting,1942.9.14,5087,6387,,"Paul, Joseph",British,British,1804.0,1887.0,,landscape,/kaggle/working/nga_images/1151.jpg
1153,194c86fb-0bcc-47eb-b848-f4bf2f24c30e,"https://api.nga.gov/iiif/194c86fb-0bcc-47eb-b848-f4bf2f24c30e/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/194c86fb-0bcc-47eb-b848-f4bf2f24c30e,Horsemen and Herdsmen with Cattle,Aelbert Cuyp,"Cuyp, Aelbert",1655/1660,1655.0,1660.0,1651 to 1700,oil on canvas,Painting,,painting,1942.9.16,5166,3599,,"Cuyp, Aelbert",Dutch,Dutch,1620.0,1691.0,Baroque,genre,/kaggle/working/nga_images/1153.jpg
1161,ff6db495-6391-4f75-b638-53bc0dfe975e,"https://api.nga.gov/iiif/ff6db495-6391-4f75-b638-53bc0dfe975e/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/ff6db495-6391-4f75-b638-53bc0dfe975e,"John, 4th Earl of Darnley",Thomas Gainsborough,"Gainsborough, Thomas",1785,1785.0,1785.0,1776 to 1800,oil on canvas,Painting,,painting,1942.9.22,2384,2932,,"Gainsborough, Thomas",British,British,1727.0,1788.0,,portrait,/kaggle/working/nga_images/1161.jpg
1160,360658c9-e588-4b72-933c-8d95ab53906a,"https://api.nga.gov/iiif/360658c9-e588-4b72-933c-8d95ab53906a/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/360658c9-e588-4b72-933c-8d95ab53906a,The Hon. Mrs. Thomas Graham,Thomas Gainsborough,"Gainsborough, Thomas",c. 1775/1777,1775.0,1777.0,1751 to 1775,oil on canvas,Painting,,painting,1942.9.21,11757,15153,,"Gainsborough, Thomas",British,British,1727.0,1788.0,,portrait,/kaggle/working/nga_images/1160.jpg
1167,cab68476-336a-4223-90fe-eb33ba2e5293,"https://api.nga.gov/iiif/cab68476-336a-4223-90fe-eb33ba2e5293/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/cab68476-336a-4223-90fe-eb33ba2e5293,Portrait of a Man,Frans Hals,"Hals, Frans",1648/1650,1648.0,1650.0,1601 to 1650,oil on canvas,Painting,,painting,1942.9.28,5780,6975,,"Hals, Frans",Dutch,Dutch,1582.0,1666.0,Baroque,portrait,/kaggle/working/nga_images/1167.jpg
1177,7681ffe3-535b-4e75-9d28-a288d7ce0cf5,"https://api.nga.gov/iiif/7681ffe3-535b-4e75-9d28-a288d7ce0cf5/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/7681ffe3-535b-4e75-9d28-a288d7ce0cf5,Portrait of Lorenzo di Credi,Pietro Perugino,"Perugino, Pietro",1488,1488.0,1488.0,1401 to 1500,oil on panel transferred to canvas,Painting,,painting,1942.9.38,19300,27553,,"Perugino, Pietro",Italian,Italian,1450.0,1523.0,Renaissance,portrait,/kaggle/working/nga_images/1177.jpg
1183,330fdee8-fa99-44ed-8928-b67b55a4ef1c,"https://api.nga.gov/iiif/330fdee8-fa99-44ed-8928-b67b55a4ef1c/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/330fdee8-fa99-44ed-8928-b67b55a4ef1c,Madonna and Child,Francesco Benaglio,"Benaglio, Francesco",late 1460s,1465.0,1469.0,1401 to 1500,tempera on panel transferred to canvas,Painting,,painting,1942.9.44,21291,30554,,"Benaglio, Francesco",Italian,Italian,1432.0,1492.0,Renaissance,religious,/kaggle/working/nga_images/1183.jpg
1197,abb2963f-62ac-4cb6-a680-cb81755a8bcc,"https://api.nga.gov/iiif/abb2963f-62ac-4cb6-a680-cb81755a8bcc/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/abb2963f-62ac-4cb6-a680-cb81755a8bcc,Head of Saint Matthew,Rembrandt Workshop,Rembrandt Workshop ,probably early 1660s,1660.0,1660.0,1651 to 1700,oil on panel,Painting,,painting,1942.9.58,3923,5070,,Dutch 17th Century,Dutch,Dutch,1600.0,1699.0,Baroque,religious,/kaggle/working/nga_images/1197.jpg
1199,c41105bb-50e6-47b1-b610-9250eabfeacf,"https://api.nga.gov/iiif/c41105bb-50e6-47b1-b610-9250eabfeacf/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/c41105bb-50e6-47b1-b610-9250eabfeacf,The Circumcision,Rembrandt van Rijn,Rembrandt van Rijn,1661,1661.0,1661.0,1651 to 1700,oil on canvas,Painting,,painting,1942.9.60,17250,12919,,Rembrandt van Rijn,Dutch,Dutch,1606.0,1669.0,Baroque,religious,/kaggle/working/nga_images/1199.jpg
1202,d277c2a7-190e-475a-bae9-f1cbd0b1218d,"https://api.nga.gov/iiif/d277c2a7-190e-475a-bae9-f1cbd0b1218d/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/d277c2a7-190e-475a-bae9-f1cbd0b1218d,Study of an Old Man,Follower of Rembrandt van Rijn,"Rembrandt van Rijn, Follower of",probably late 17th century,1650.0,1699.0,1601 to 1650,oil on panel,Painting,,painting,1942.9.63,4322,5571,,Anonymous Artist,Unknown,Other,,,Baroque,portrait,/kaggle/working/nga_images/1202.jpg
1212,4373e800-f8f6-45a6-848f-3d9e6150170f,"https://api.nga.gov/iiif/4373e800-f8f6-45a6-848f-3d9e6150170f/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/4373e800-f8f6-45a6-848f-3d9e6150170f,The Hon. Mrs. Gray,Daniel Gardner,"Gardner, Daniel",c. 1785/1790,1785.0,1790.0,1776 to 1800,oil on canvas,Painting,,painting,1942.9.73,4329,5226,,"Gardner, Daniel",British,British,1750.0,1805.0,,portrait,/kaggle/working/nga_images/1212.jpg
1208,83fa68e7-ed75-449d-935d-deeaefb7a0dc,"https://api.nga.gov/iiif/83fa68e7-ed75-449d-935d-deeaefb7a0dc/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/83fa68e7-ed75-449d-935d-deeaefb7a0dc,Portrait of a Man in a Tall Hat,Rembrandt van Rijn,Rembrandt van Rijn,c. 1663,1663.0,1663.0,1651 to 1700,oil on canvas,Painting,,painting,1942.9.69,23448,29759,,Rembrandt van Rijn,Dutch,Dutch,1606.0,1669.0,Baroque,portrait,/kaggle/working/nga_images/1208.jpg
1214,6357c7b8-918f-4066-97b5-e699198b504e,"https://api.nga.gov/iiif/6357c7b8-918f-4066-97b5-e699198b504e/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/6357c7b8-918f-4066-97b5-e699198b504e,Lady Elizabeth Hamilton,Sir Joshua Reynolds,"Reynolds, Joshua, Sir",1758,1758.0,1758.0,1751 to 1775,oil on canvas,Painting,,painting,1942.9.75,2215,3156,,"Reynolds, Joshua, Sir",British,British,1723.0,1792.0,,portrait,/kaggle/working/nga_images/1214.jpg
1219,207a1259-910e-4519-87d6-f1ad23e6b209,"https://api.nga.gov/iiif/207a1259-910e-4519-87d6-f1ad23e6b209/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/207a1259-910e-4519-87d6-f1ad23e6b209,Forest Scene,Jacob van Ruisdael,"Ruisdael, Jacob van",c. 1655,1655.0,1655.0,1651 to 1700,oil on canvas,Painting,,painting,1942.9.80,40998,32676,,"Ruisdael, Jacob van",Dutch,Dutch,1628.0,1682.0,Baroque,landscape,/kaggle/working/nga_images/1219.jpg
1221,8658abb7-0c48-4d48-9216-5dc7f5f2124c,"https://api.nga.gov/iiif/8658abb7-0c48-4d48-9216-5dc7f5f2124c/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/8658abb7-0c48-4d48-9216-5dc7f5f2124c,Emilia di Spilimbergo,"Assistant of Titian, possibly begun by Gian Paolo Pace","Titian, Assistant of, possibly begun by Gian Paolo Pace",c. 1560,1560.0,1560.0,1551 to 1600,oil on canvas,Painting,,painting,1942.9.82,17700,21393,,Titian,Italian,Italian,1490.0,1576.0,Renaissance,portrait,/kaggle/working/nga_images/1221.jpg
